PA_EP	0.089372	0.11172
PA_FM	0.029385	0.033631
PA_PL	0.076445	0.08911
PA_CR	0.040274	0.048214
PL_EP	0.023997	0.032118
PL_FM	0.034166	0.041855
PL_PA	0.076445	0.08911
PL_CR	0.045254	0.060231
FM_EP	0.051431	0.066019
FM_PL	0.034166	0.041855
FM_PA	0.029385	0.033631
FM_CR	0.01513	0.020653
CR_EP	0.029134	0.040507
CR_FM	0.01513	0.020653
CR_PL	0.045254	0.060231
CR_PA	0.040274	0.048214
EP_FM	0.051431	0.066019
EP_PL	0.023997	0.032118
EP_PA	0.089372	0.11172
EP_CR	0.029134	0.040507
